0,0.794,0.206,0.3804
0,0.739,0.261,0.4902
0,1,0,0
0.32,0.533,0.148,-0.4404
0,0.867,0.133,0.3182
0,1,0,0
0.258,0.38,0.361,0.2057
0,0.688,0.312,0.6124
0,1,0,0
0,1,0,0
0.284,0.716,0,-0.4173
0,1,0,0
0,1,0,0
0.298,0.702,0,-0.5267
0,1,0,0
0.232,0.656,0.113,-0.2488
0,0.486,0.514,0.6478
0,0.566,0.434,0.3182
0,0.791,0.209,0.4404
0,1,0,0
0,1,0,0
0.135,0.714,0.151,0.0572
0,0.707,0.293,0.4404
0.349,0.651,0,-0.7096
0.138,0.706,0.156,0.1531
0,0.641,0.359,0.4215
0,0.847,0.153,0.4404
0,1,0,0
0,1,0,0
0,1,0,0
0.536,0.464,0,-0.7964
0,1,0,0
0,0.375,0.625,0.6124
0,1,0,0
0.47,0.53,0,-0.7259
0,0.85,0.15,0.3182
0,0.698,0.302,0.3804
0,1,0,0
0.149,0.67,0.18,0.1531
0,0.844,0.156,0.34
0,0.633,0.367,0.4404
0,1,0,0
0,1,0,0
0,0.803,0.197,0.4019
0,1,0,0
0,1,0,0
0,1,0,0
0.255,0.745,0,-0.34
0.643,0.357,0,-0.6597
0.445,0.469,0.086,-0.6808
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,0.607,0.393,0.3804
0,0.69,0.31,0.4019
0,0.734,0.266,0.4404
0.558,0.197,0.245,-0.4914
0,1,0,0
0,1,0,0
0,1,0,0
0,0.723,0.277,0.3182
0,0.69,0.31,0.4019
0,0.515,0.485,0.6865
0.199,0.649,0.151,-0.1689
0,1,0,0
0,0.723,0.277,0.3182
0,1,0,0
0,1,0,0
0,0.724,0.276,0.4939
0,1,0,0
0,0.862,0.138,0.34
0,1,0,0
0,0.774,0.226,0.5423
0,1,0,0
0,1,0,0
0,0.796,0.204,0.3182
0,1,0,0
0.329,0.671,0,-0.4445
0,1,0,0
0,0.723,0.277,0.3182
0,0.435,0.565,0.0772
0,0.435,0.565,0.0772
0,1,0,0
0,0.863,0.137,0.4019
0,1,0,0
0,1,0,0
0,1,0,0
0,0.674,0.326,0.4404
0,0.936,0.064,0.0572
0.066,0.769,0.165,0.4291
0.121,0.714,0.165,0.25
0.083,0.694,0.222,0.4588
0.208,0.679,0.113,-0.2732
0,0.536,0.464,0.3804
0,0.508,0.492,0.4404
0,0.566,0.434,0.3182
0,0.777,0.223,0.3182
0,1,0,0
0,0.58,0.42,0.4404
0,0.9,0.1,0.2732
0,0.698,0.302,0.6361
0.167,0.652,0.181,0.1012
0.195,0.805,0,-0.6249
0,1,0,0
0.154,0.679,0.167,0.0516
0,0.408,0.592,0.4404
0.555,0.445,0,-0.6115
0,1,0,0
0,0,0,0
0,0,0,0
0,0.706,0.294,0.6124
0,0.729,0.271,0.3818
0,0.505,0.495,0.5994
0,0.667,0.333,0.6124
0,0.712,0.288,0.6865
0,1,0,0
0,0.732,0.268,0.296
0.152,0.57,0.278,0.25
0,0.647,0.353,0.7674
0,0.349,0.651,0.6808
0,1,0,0
0,0.755,0.245,0.3804
0,0,0,0
0.132,0.662,0.205,0.2732
0,0.605,0.395,0.6737
0,0.777,0.223,0.3182
0,0.752,0.248,0.6808
0,1,0,0
0,0.662,0.338,0.624
0,0.711,0.289,0.431
0,1,0,0
0,0.776,0.224,0.6369
0.294,0.706,0,-0.3612
0,1,0,0
0,0.604,0.396,0.7351
0,1,0,0
0,0.564,0.436,0.4754
0,0.548,0.452,0.8051
0.359,0.641,0,-0.6808
0,1,0,0
0.163,0.764,0.073,-0.3832
0,0.873,0.127,0.2247
0.153,0.496,0.351,0.5256
0,0.803,0.197,0.4019
0,0.641,0.359,0.6808
0.165,0.609,0.226,0.1779
0.116,0.784,0.101,-0.1027
0,0.775,0.225,0.4927
0,0.698,0.302,0.3804
0,1,0,0
0,1,0,0
0,1,0,0
0,0.462,0.538,0.3252
0,1,0,0
0,0,0,0
0,1,0,0
0.61,0.39,0,-0.5719
0,0.726,0.274,0.6865
0,0.815,0.185,0.6402
0.243,0.556,0.201,-0.1531
0,0.531,0.469,0.6478
0,0.88,0.12,0.128
0,0.8,0.2,0.3612
0,0.816,0.184,0.4019
0,0.925,0.075,0.4404
0.236,0.764,0,-0.6428
0,0.726,0.274,0.6865
0,0,0,0
0.257,0.743,0,-0.5423
0,0.62,0.38,0.5994
0.112,0.888,0,-0.34
0,0.679,0.321,0.8707
0.169,0.544,0.288,0.2944
0,1,0,0
0,0.753,0.247,0.3182
0.213,0.718,0.069,-0.5606
0,0.667,0.333,0.4588
0,0.822,0.178,0.3804
0.184,0.575,0.241,0
0,0.597,0.403,0.4019
0.375,0.625,0,-0.34
0.307,0.693,0,-0.4767
0,1,0,0
0.104,0.607,0.289,0.5171
0,0.722,0.278,0.6124
0,0.672,0.328,0.8313
0.182,0.818,0,-0.25
0,1,0,0
0,1,0,0
